time,time_utc,latitude,longitude,depth,conductivity,temperature,pressure,salinity,density,potential_temperature,potential_density
1769744417,2026-01-30 03:40:17.831000064,21.215882458815447,-158.32990558048436,531.4232874142408,3.4543399810791016,6.704999923706055,535.4199981689453,34.215413275479236,1029.15811152579,6.655478904695238,1026.854374347878
1769744419,2026-01-30 03:40:19.831000064,21.215888215262,-158.3299051848834,531.7801325686232,3.4542698860168457,6.703700065612793,535.7799911499023,34.215759477574565,1029.1602033968743,6.654149402344292,1026.85483042235
1769744421,2026-01-30 03:40:21.831000064,21.21589353186841,-158.32990461990062,532.1568291207608,3.4540200233459473,6.701000213623047,536.1600112915039,34.215506357640265,1029.1621244893488,6.651424172325241,1026.8550003852993
1769744423,2026-01-30 03:40:23.831000064,21.2158987774871,-158.32990388733754,532.5136730267101,3.4534900188446045,6.6956000328063965,536.5200042724609,34.21485891609202,1029.1640429480758,6.646011847552795,1026.85521728036
1769744425,2026-01-30 03:40:25.831000064,21.21590389960662,-158.32990286323061,532.8705163212236,3.4490199089050293,6.646200180053711,536.879997253418,34.2145013790045,1029.1726121020404,6.596778413217648,1026.8614911076913
1769744427,2026-01-30 03:40:27.831000064,21.21590904249037,-158.32990167193572,533.2075449166156,3.4474599361419678,6.618500232696533,537.2200012207031,34.22467593457256,1029.1861104026589,6.569149914365166,1026.8731854025127
1769744429,2026-01-30 03:40:29.831000064,21.215914222208312,-158.329900184062,533.5148140691151,3.4470300674438477,6.61269998550415,537.5299835205078,34.22555244997463,1029.189042792242,6.563342910297464,1026.8746508120157
1769744431,2026-01-30 03:40:31.831000064,21.215919846579947,-158.32989839916576,533.8320275757485,3.446899890899658,6.610099792480469,537.8499984741211,34.226548708746364,1029.1916482235265,6.560721889480268,1026.8757887342485
1769744433,2026-01-30 03:40:33.831000064,21.215926263164736,-158.32989608508194,534.1393335725577,3.446890115737915,6.610400199890137,538.1600189208984,34.225992321140176,1029.1925774698354,6.560991937772123,1026.875319045348
1769744435,2026-01-30 03:40:35.831000064,21.215931903778454,-158.32989402714165,534.4664152899621,3.4464199542999268,6.606299877166748,538.489990234375,34.224721901935176,1029.1936813685672,6.556877908685034,1026.8748667953507
1769744437,2026-01-30 03:40:37.831000064,21.21593615284653,-158.32989242854242,534.8232552452035,3.4463698863983154,6.6041998863220215,538.849983215332,34.22608578228045,1029.1966815313856,6.554750946120635,1026.8762297694761
1769744439,2026-01-30 03:40:39.831000064,21.215940531037546,-158.32989072636104,535.1999462875116,3.4465699195861816,6.6066999435424805,539.2300033569336,34.22562343751029,1029.1976815877636,6.557204903569643,1026.8755463632149
1769744441,2026-01-30 03:40:41.831000064,21.215945142301774,-158.32988883720876,535.5765988235443,3.4464499950408936,6.605800151824951,539.6099853515625,34.225011389140455,1029.199059385,6.556273024664789,1026.8751929578239
1769744443,2026-01-30 03:40:43.831000064,21.215949685713937,-158.3298869681172,535.9235299426057,3.4463698863983154,6.604700088500977,539.9599838256836,34.22505290497675,1029.2008391788986,6.55514399970405,1026.8753806656416
1769744445,2026-01-30 03:40:45.831000064,21.215954106114467,-158.32988513539442,536.2704604840313,3.446320056915283,6.604400157928467,540.3099822998047,34.224632399669886,1029.202142853717,6.554812233628798,1026.8750984366543
1769744447,2026-01-30 03:40:47.831000064,21.215959098776707,-158.32988301783465,536.5876697864588,3.4463300704956055,6.603899955749512,540.629997253418,34.22508670351707,1029.2040207865741,6.55428312827961,1026.8755318692652
1769744449,2026-01-30 03:40:49.831000064,21.21596514492074,-158.32988037591588,536.8850270241066,3.4463798999786377,6.604499816894531,540.9299850463867,34.224895429437936,1029.2051452094477,6.554852047117444,1026.8753104775158
1769744451,2026-01-30 03:40:51.831000064,21.215970780071295,-158.32987794287217,537.1824216604604,3.4464099407196045,6.6057000160217285,541.2300109863281,34.22388801339703,1029.2055470025512,6.556019537474561,1026.8743661231024
1769744453,2026-01-30 03:40:53.831000064,21.215975651948327,-158.3298758977393,537.5094985924846,3.4464800357818604,6.6057000160217285,541.5599822998047,34.224503230171216,1029.2075225724805,6.55598748912268,1026.874860865626
1769744455,2026-01-30 03:40:55.831000064,21.215980480223802,-158.32987389288195,537.8564642731465,3.446470022201538,6.605999946594238,541.9100189208984,34.223925438724926,1029.2086166324302,6.556253248591776,1026.8743755048683
1769744457,2026-01-30 03:40:57.831000064,21.21598522698877,-158.32987196331732,538.2132983649819,3.4464399814605713,6.605999946594238,542.2700119018555,34.22342019900271,1029.2098559667534,6.556219293010282,1026.873987191942
1769744459,2026-01-30 03:40:59.831000064,21.215989777789183,-158.329870148224,538.5899454174222,3.4464499950408936,6.605299949645996,542.6499938964844,34.224044462721885,1029.2121672202538,6.5554853326214975,1026.8745827496398
1769744461,2026-01-30 03:41:01.831000064,21.215993956540988,-158.3298685504602,538.9566850302759,3.446589946746826,6.606500148773193,543.0199813842773,34.224217354698794,1029.213805167101,6.556645099120914,1026.8745715150478
1769744463,2026-01-30 03:41:03.831000064,21.215998498397465,-158.32986684975526,539.3036482937644,3.446540117263794,6.606800079345703,543.3700180053711,34.22319985483416,1029.2145568207045,6.55691122736904,1026.8737392753478
1769744465,2026-01-30 03:41:05.831000064,21.21600373730862,-158.3298649514335,539.6307218602386,3.446850061416626,6.609600067138672,543.6999893188477,34.22367720806113,1029.216017350737,6.559667743103642,1026.8737561836542
1769744467,2026-01-30 03:41:07.831000064,21.21600873680239,-158.3298632094411,539.9380192911353,3.4466500282287598,6.607800006866455,544.010009765625,34.22311025171158,1029.2172439878104,6.557845956041117,1026.8735550449483
1769744469,2026-01-30 03:41:09.831000064,21.216013274637845,-158.32986176889196,540.2452784692796,3.446810007095337,6.609000205993652,544.3199920654297,34.22353323336806,1029.2188043728124,6.559011216393277,1026.8737393639585
1769744471,2026-01-30 03:41:11.831000064,21.216018508042968,-158.32986016202852,540.572388359191,3.446729898452759,6.609000205993652,544.6500015258789,34.22248958084587,1029.2194884481012,6.558980574975503,1026.872925458915
1769744473,2026-01-30 03:41:13.831000064,21.216025088667468,-158.3298582330381,540.9193110330483,3.4467899799346924,6.609399795532227,545.0,34.2225868507708,1029.2210932474975,6.559344975063161,1026.8729595011305
1769744475,2026-01-30 03:41:15.831000064,21.21603102745265,-158.3298565950753,541.2761398026661,3.4464199542999268,6.6041998863220215,545.359992980957,34.22350207989459,1029.2241954731885,6.554131333435097,1026.8743770935046
1769744477,2026-01-30 03:41:17.831000064,21.216035714745765,-158.3298555245735,541.6429124489816,3.4463601112365723,6.603499889373779,545.7300186157227,34.223359591671176,1029.2258645349998,6.553398991401656,1026.8743674677708
1769744479,2026-01-30 03:41:19.831000064,21.216040742282345,-158.329854442949,541.9898333801689,3.446269989013672,6.602200031280518,546.0800170898438,34.223489362966525,1029.2277420593177,6.552070948720218,1026.874651077755
1769744481,2026-01-30 03:41:21.831000064,21.216046437703962,-158.32985333949102,542.2970894723746,3.446229934692383,6.60129976272583,546.3899993896484,34.22379370771715,1029.2295158489694,6.551144519272835,1026.8750186109078
1769744483,2026-01-30 03:41:23.831000064,21.21605185852072,-158.3298523575204,542.5845319324578,3.4456799030303955,6.594299793243408,546.6799926757812,34.224545942306094,1029.2324354084028,6.544145166587866,1026.8765421745427
1769744485,2026-01-30 03:41:25.831000064,21.216056737880475,-158.32985161509458,542.8819184018738,3.445470094680786,6.593999862670898,546.9800186157227,34.222382070162766,1029.2321549817489,6.543819703659195,1026.8748830904074
1769744487,2026-01-30 03:41:27.831000064,21.21606162936902,-158.32985091460262,543.1990797603021,3.4447100162506104,6.580999851226807,547.2999954223633,34.2267722081538,1029.2389150221709,6.530839203690855,1026.880066273752
1769744489,2026-01-30 03:41:29.831000064,21.216066544934097,-158.3298502973525,543.5559046329249,3.4446499347686768,6.5802998542785645,547.6599884033203,34.22663174662213,1029.240540141855,6.53010788075173,1026.8800577607535
1769744491,2026-01-30 03:41:31.831000064,21.216071894910716,-158.3298496445655,543.9226732159384,3.4446799755096436,6.579400062561035,548.0300140380859,34.22768141581631,1029.2431664485075,6.529175600411675,1026.8810147600732
1769744493,2026-01-30 03:41:33.831000064,21.216078120917626,-158.32984892011527,544.2794967964513,3.4446799755096436,6.580399990081787,548.390007019043,34.226512195755,1029.2437434045291,6.53013804145855,1026.8799710570054
1769744495,2026-01-30 03:41:35.831000064,21.216083828160297,-158.3298483184184,544.606600292627,3.4446699619293213,6.579500198364258,548.7200164794922,34.227138475376144,1029.2458585556283,6.529209949055062,1026.8805928809895
1769744497,2026-01-30 03:41:37.831000064,21.216088482154568,-158.32984796594815,544.9138525342948,3.4442899227142334,6.576300144195557,549.0299987792969,34.225975432936885,1029.2468241186764,6.525994636088662,1026.8801048348942
1769744499,2026-01-30 03:41:39.831000064,21.216093383521724,-158.32984759646956,545.2012913767724,3.4441299438476562,6.572800159454346,549.3199920654297,34.22755288003719,1029.2498763144888,6.522480169193701,1026.8818176740083
1769744501,2026-01-30 03:41:41.831000064,21.21609878940928,-158.32984719230234,545.5085805207998,3.4439899921417236,6.571000099182129,549.630012512207,34.227649156417385,1029.2516189648643,6.5206579461038325,1026.8821390004537
1769744503,2026-01-30 03:41:43.831000064,21.21610393360954,-158.32984684161937,545.8356442822833,3.443579912185669,6.566999912261963,549.9599838256836,34.22694083347478,1029.2531452992519,6.516643570997635,1026.8821150595854
1769744505,2026-01-30 03:41:45.831000064,21.216108540451884,-158.32984660076286,546.182558198393,3.443310022354126,6.5625,550.3099822998047,34.22827030628285,1029.2564216252704,6.512127881414554,1026.8837649283228
1769744507,2026-01-30 03:41:47.831000064,21.2161134532268,-158.32984633672956,546.5493221406906,3.443010091781616,6.558800220489502,550.6800079345703,34.228460997508414,1029.258785753499,6.508408096255919,1026.8844116291043
1769744509,2026-01-30 03:41:49.831000064,21.21611899707533,-158.3298460248875,546.896234828547,3.4427599906921387,6.555600166320801,551.0300064086914,34.22871446115374,1029.2610352709203,6.505187822337202,1026.8850415591514
1769744511,2026-01-30 03:41:51.831000064,21.21612416489757,-158.32984576622522,547.203483653096,3.4424800872802734,6.552000045776367,551.3399887084961,34.2290561509808,1029.2632299996878,6.501572903624003,1026.8857923354922
1769744513,2026-01-30 03:41:53.831000064,21.216128551742294,-158.32984561801322,547.500863501093,3.4423298835754395,6.55019998550415,551.6400146484375,34.22904364533485,1029.2648423992446,6.499751795608807,1026.8860271227936
1769744515,2026-01-30 03:41:55.831000064,21.216133304795992,-158.3298454180545,547.7882987550926,3.4421300888061523,6.547399997711182,551.9300079345703,34.229483713492215,1029.2669068109528,6.496935507280866,1026.8867498170478
1769744517,2026-01-30 03:41:57.831000064,21.216138832478272,-158.32984510863778,548.0856399133841,3.44173002243042,6.542399883270264,552.2299957275391,34.229895876623765,1029.2693140280803,6.491927383260261,1026.8877391157384
1769744519,2026-01-30 03:41:59.831000064,21.21614443051047,-158.32984480866384,548.4226437105011,3.4415500164031982,6.540999889373779,552.5699996948242,34.229135639879246,1029.2704673748835,6.490501548266986,1026.887332406138
1769744521,2026-01-30 03:42:01.831000064,21.21615017803622,-158.3298445287558,548.7695532509083,3.4412100315093994,6.537199974060059,552.9199981689453,34.228992112171944,1029.2724944052768,6.486684360732974,1026.8877270414198
1769744523,2026-01-30 03:42:03.831000064,21.21615565894475,-158.32984435556457,549.1263684990032,3.441230058670044,6.537199974060059,553.2799911499023,34.22904002269293,1029.2741645951357,6.4866500542459224,1026.8877750685315
1769744525,2026-01-30 03:42:05.831000064,21.2161605627454,-158.32984441336788,549.4831831516,3.439850091934204,6.522900104522705,553.6399841308594,34.22784775555319,1029.2769424020219,6.472376975328855,1026.888716887083
1769744527,2026-01-30 03:42:07.831000064,21.216165511889244,-158.32984456058765,549.8003722006647,3.439300060272217,6.513899803161621,553.9599990844727,34.23057672129343,1029.2818230865123,6.463381634932563,1026.8920567530045
1769744529,2026-01-30 03:42:09.831000064,21.21617055963651,-158.32984490225266,550.0977104842669,3.4382998943328857,6.499499797821045,554.2599868774414,34.233715932069046,1029.287713234714,6.449010866003904,1026.8964244244787
