startTime,endTime,latitude,longitude
2026-02-07 15:09:41.299000064,2026-02-07 15:31:40.020999936,21.47916333275129,-158.406881666669
2026-02-07 19:24:00.144999936,2026-02-07 19:37:01.019000064,21.45424666608161,-158.3908333333357
2026-02-07 21:39:01.744000000,2026-02-07 22:36:45.656000000,21.441441454073843,-158.38552500000247
2026-02-07 22:36:46.026000128,2026-02-07 22:37:02.040000000,21.447964999414197,-158.38558166666914
2026-02-08 02:33:03.068000000,2026-02-08 02:56:24.025000192,21.438426666079696,-158.37497333333582
2026-02-08 06:44:50.165999872,2026-02-08 07:02:01.006000128,21.42218999941107,-158.36108166666918
2026-02-08 10:50:25.128999936,2026-02-08 11:11:42.013999872,21.41942999941073,-158.3546083333359
2026-02-08 14:59:10.296999936,2026-02-08 15:20:57.032000000,21.4177466660772,-158.34844833333588
2026-02-08 19:11:16.024000000,2026-02-08 19:49:59.066999808,21.404973332742323,-158.33340000000263
2026-02-08 23:54:25.918999808,2026-02-09 00:12:41.017999872,21.39733499940808,-158.322883333336
2026-02-09 04:38:35.048000000,2026-02-09 05:01:14.020000000,21.384409999406497,-158.31484666666935
2026-02-09 07:13:02.724000000,2026-02-09 09:43:59.918999808,21.37348999940519,-158.3072634566891
2026-02-09 09:44:00.812999936,2026-02-09 10:05:16.007000064,21.37654833273889,-158.30255000000275
2026-02-09 13:39:37.303000064,2026-02-09 14:03:40.013999872,21.363571666070666,-158.2958350000028
2026-02-09 17:41:30.262000128,2026-02-09 18:08:41.005000192,21.347271666068696,-158.27999166666953
2026-02-09 21:02:01.901999872,2026-02-09 21:15:22.036999936,21.32770999939965,-158.2635116666696
2026-02-10 00:05:32.209000192,2026-02-10 00:19:48.045000192,21.312803332731203,-158.25005166666963
2026-02-10 03:12:57.579000064,2026-02-10 03:36:57.029999872,21.29214666606204,-158.23614000000302
2026-02-10 06:33:41.933000192,2026-02-10 06:47:18.020999936,21.269574999392656,-158.21720166666975
2026-02-10 09:38:32.191000064,2026-02-10 09:59:26.020000000,21.250358332723696,-158.19680166666978
2026-02-10 12:51:22.331000064,2026-02-10 13:09:07.036999936,21.282703332727596,-158.20310333333646
2026-02-10 18:59:57.764000000,2026-02-10 19:19:13.595000064,21.323149999399128,-158.24532666666963
2026-02-11 01:08:42.729000192,2026-02-11 01:29:38.019000064,21.3643849994041,-158.2869350000028
2026-02-11 07:21:00.568999936,2026-02-11 07:36:15.020999936,21.37042833273817,-158.26435166666954
2026-02-11 13:22:02.342000128,2026-02-11 14:21:23.066999808,21.35677666606989,-158.20353166666976
2026-02-11 16:34:30.573999872,2026-02-11 16:55:16.056000000,21.357286666069932,-158.22310166666966
2026-02-11 19:05:08.118000128,2026-02-11 19:16:46.030999808,21.359411666070187,-158.23760666666965
2026-02-11 21:26:43.436000000,2026-02-11 21:39:42.028999936,21.36277499940392,-158.2510816666696
2026-02-11 23:48:06.497999872,2026-02-12 00:00:04.539000064,21.36658166607105,-158.25699333333625
2026-02-12 02:06:36.991000064,2026-02-12 02:23:20.543000064,21.36016666607028,-158.23162666666963
2026-02-12 04:34:43.556000000,2026-02-12 04:52:59.022000128,21.357973332736687,-158.2258016666697
2026-02-12 07:02:54.328999936,2026-02-12 07:25:51.025000192,21.359579999403536,-158.2402933333363
2026-02-12 08:41:39.894000128,2026-02-12 09:06:02.028999936,21.354321666069588,-158.22141166666975
2026-02-12 13:03:29.858000128,2026-02-12 13:27:45.027000064,21.360756666070397,-158.17060166666985
2026-02-12 14:50:30.131000064,2026-02-12 15:01:43.015000064,21.362696666070622,-158.15722666666989
2026-02-12 16:14:56.818000128,2026-02-12 16:28:04.017999872,21.357006666069957,-158.1538433333366
2026-02-12 17:56:47.692000000,2026-02-12 18:23:52.013999872,21.351274999402595,-158.1521416666699
2026-02-12 18:30:25.124999936,2026-02-12 18:43:49.020999936,21.352024999402683,-158.1503716666699
2026-02-12 18:50:26.298000128,2026-02-12 19:00:55.024000000,21.35351666606953,-158.15024166666993
2026-02-12 19:07:53.530999808,2026-02-12 19:17:33.403000064,21.355381666069757,-158.1503716666699
