time,longitude,latitude
2026-02-08T04:03:01.999593Z,-158.3933372,21.4577703
2026-02-08T04:04:06.999591Z,-158.3934253,21.457766499999998
2026-02-08T04:56:19.000240Z,-158.3886643,21.455821399999998
2026-02-08T05:46:12.000022Z,-158.3836601,21.4543274
2026-02-08T06:32:22.999828Z,-158.3797162,21.4531983
2026-02-08T07:24:10.000229Z,-158.3775072,21.451804499999998
2026-02-08T07:28:21.000394Z,-158.3777809,21.4523877
2026-02-08T09:07:47.000024Z,-158.37654799999999,21.4573015
2026-02-08T10:48:17.987535Z,-158.3822323,21.461399099999998
2026-02-08T12:29:18.000002Z,-158.38723059999998,21.4637192
2026-02-08T14:10:24.000041Z,-158.39527239999998,21.4639754
2026-02-08T14:11:34.000269Z,-158.3954451,21.4641518
2026-02-08T15:51:16.991376Z,-158.3986146,21.464921
2026-02-08T15:52:52.997374Z,-158.3988077,21.4650026
2026-02-08T16:47:05.999541Z,-158.3976304,21.4640265
2026-02-08T17:38:56.000276Z,-158.3949063,21.4629907
2026-02-08T17:43:09.000267Z,-158.3953874,21.4633099
2026-02-08T18:34:38.500099Z,-158.3919306,21.462536099999998
2026-02-08T18:36:31.000096Z,-158.3921353,21.4625283
2026-02-08T19:03:55.999544Z,-158.3903215,21.4603271
2026-02-08T19:05:11.000200Z,-158.3904286,21.4604318
2026-02-08T19:07:24.000305Z,-158.39062529999998,21.4605054
2026-02-08T19:34:49.999961Z,-158.3875247,21.4603994
2026-02-08T19:39:09.999947Z,-158.3880616,21.4605501
2026-02-08T20:06:36.999761Z,-158.3868544,21.4586437
2026-02-08T20:07:54.999586Z,-158.3870462,21.459223599999998
2026-02-08T20:34:32.000284Z,-158.385728,21.458952099999998
2026-02-08T21:52:09.000443Z,-158.3841307,21.4579664
2026-02-08T21:58:33.000418Z,-158.3856557,21.4584774
2026-02-08T23:17:30.000002Z,-158.38649809999998,21.4609964
2026-02-08T23:21:56.999987Z,-158.3875878,21.4615987
2026-02-09T00:38:29.999839Z,-158.38779359999998,21.4647802
2026-02-09T01:52:26.999900Z,-158.3887838,21.465321499999998
2026-02-09T03:10:48.999566Z,-158.3911618,21.4640481
2026-02-09T04:26:36.000009Z,-158.3880087,21.4624003
2026-02-09T05:44:37.999711Z,-158.3812758,21.458618899999998
2026-02-09T05:51:49.999611Z,-158.38118799999998,21.4596526
2026-02-09T07:00:14.999729Z,-158.3640499,21.4625003
2026-02-09T07:05:32.999715Z,-158.36682109999998,21.4598116
2026-02-09T08:13:39.000154Z,-158.3584486,21.4545392
2026-02-09T09:23:00.999540Z,-158.35077579999998,21.450578099999998
2026-02-09T09:25:46.999534Z,-158.3507521,21.450939599999998
2026-02-09T10:35:19.998551Z,-158.345724,21.4477682
2026-02-09T11:43:17.000080Z,-158.3433612,21.4455378
2026-02-09T11:45:04.000077Z,-158.3436925,21.445874699999997
2026-02-09T12:54:00.000459Z,-158.34389529999999,21.445395599999998
2026-02-09T12:56:34.000453Z,-158.34445589999999,21.4457959
2026-02-09T14:06:20.000190Z,-158.34383789999998,21.4436304
2026-02-09T15:14:58.999590Z,-158.3417845,21.439770199999998
2026-02-09T15:20:21.999574Z,-158.3426432,21.440522899999998
2026-02-09T16:30:06.000179Z,-158.3354268,21.4376653
2026-02-09T17:38:56.000102Z,-158.32516669999998,21.434347199999998
2026-02-09T18:46:35.999568Z,-158.3147732,21.4296427
2026-02-09T18:47:57.999566Z,-158.3147361,21.4297939
2026-02-09T21:03:02.000008Z,-158.2953322,21.425472
2026-02-09T23:12:55.996501Z,-158.2826287,21.4226748
2026-02-09T23:15:04.000497Z,-158.2829705,21.4229949
2026-02-10T01:26:07.999885Z,-158.2819245,21.418360999999997
2026-02-10T01:29:47.999875Z,-158.2825086,21.4191336
2026-02-10T03:42:04.999741Z,-158.2725997,21.4085918
2026-02-10T05:56:28.988816Z,-158.2541708,21.3967191
2026-02-10T08:10:38.499983Z,-158.23486309999998,21.3940265
2026-02-10T08:14:50.999971Z,-158.2352843,21.3945807
2026-02-10T10:30:03.000457Z,-158.2221866,21.391586399999998
2026-02-10T12:44:32.922827Z,-158.20737889999998,21.3815983
2026-02-10T14:58:38.500033Z,-158.1869628,21.3686267
2026-02-10T15:02:00.000025Z,-158.18696129999998,21.3687386
2026-02-10T17:14:30.000045Z,-158.15934479999999,21.3553911
2026-02-10T17:33:36.000162Z,-158.1600497,21.3558593
2026-02-10T17:39:28.999768Z,-158.1602676,21.3561326
2026-02-10T17:40:40.999760Z,-158.1603364,21.3562153
2026-02-10T17:50:05.000325Z,-158.160756,21.356724399999997
2026-02-10T17:51:58.000159Z,-158.1606146,21.3566057
2026-02-10T17:56:47.000070Z,-158.16097349999998,21.3571877
2026-02-10T17:58:42.000223Z,-158.1609134,21.356956
2026-02-10T18:04:57.000241Z,-158.1609729,21.357617599999998
2026-02-10T18:10:23.000074Z,-158.1620223,21.357782999999998
2026-02-10T18:14:48.000296Z,-158.1615885,21.3582704
2026-02-10T18:19:17.000051Z,-158.161569,21.3584976
2026-02-10T18:24:51.999611Z,-158.1613634,21.3590291
2026-02-10T18:30:15.000424Z,-158.1617693,21.3587617
2026-02-10T18:34:38.999909Z,-158.1617437,21.3591649
2026-02-10T19:06:29.000147Z,-158.1626918,21.3603079
2026-02-10T20:16:00.000255Z,-158.17496509999998,21.3524293
2026-02-10T21:22:50.999859Z,-158.18628329999999,21.345930499999998
2026-02-10T21:24:21.999857Z,-158.1864587,21.346108299999997
2026-02-10T22:32:13.000408Z,-158.1735085,21.355116499999998
2026-02-10T23:40:22.000379Z,-158.1812462,21.3435636
2026-02-10T23:44:56.000365Z,-158.18163909999998,21.343702
2026-02-11T00:54:47.999824Z,-158.1712231,21.3520613
2026-02-11T02:03:16.999666Z,-158.18099669999998,21.341128299999998
2026-02-11T03:09:35.999578Z,-158.1692626,21.3485396
2026-02-11T03:12:03.999574Z,-158.1691203,21.348442799999997
2026-02-11T03:46:58.000182Z,-158.1662931,21.339361399999998
2026-02-11T03:49:09.000169Z,-158.1662239,21.3392139
2026-02-11T03:56:44.000393Z,-158.16589729999998,21.338639399999998
2026-02-11T04:01:13.000495Z,-158.1656981,21.3383005
2026-02-11T04:07:51.000294Z,-158.16546739999998,21.337929
2026-02-11T04:45:42.999592Z,-158.1644943,21.3290105
2026-02-11T04:47:14.999590Z,-158.1644384,21.3289565
2026-02-11T05:21:46.000143Z,-158.1657104,21.3205551
2026-02-11T05:26:05.000131Z,-158.16597149999998,21.3201942
2026-02-11T06:01:38.499801Z,-158.1665095,21.3117131
2026-02-11T06:05:31.999790Z,-158.1667355,21.3116447
2026-02-11T06:41:45.000103Z,-158.1666306,21.3029951
2026-02-11T07:18:19.999882Z,-158.1676756,21.2943431
2026-02-11T07:57:07.999513Z,-158.1673572,21.285871399999998
2026-02-11T07:59:03.999510Z,-158.1676187,21.285849199999998
2026-02-11T08:35:32.999626Z,-158.1689388,21.278153
2026-02-11T09:16:59.000264Z,-158.1693071,21.2704319
2026-02-11T10:27:06.000185Z,-158.16484169999998,21.2821277
2026-02-11T11:36:38.000105Z,-158.1631203,21.2932667
2026-02-11T12:44:35.000418Z,-158.1618397,21.3028221
2026-02-11T12:45:56.000416Z,-158.1618316,21.3027995
2026-02-11T13:54:49.000140Z,-158.16006439999998,21.311728499999997
2026-02-11T15:02:54.000265Z,-158.1589205,21.3188127
2026-02-11T15:06:35.000256Z,-158.1587557,21.3184126
2026-02-11T16:15:56.999605Z,-158.1587246,21.325346099999997
2026-02-11T17:36:49.999546Z,-158.1596099,21.3341232
2026-02-11T17:38:53.000033Z,-158.1594955,21.3338031
2026-02-11T17:45:11.999593Z,-158.16002419999998,21.333602799999998
2026-02-11T23:43:44.000042Z,-150.9887662,39.3630534
2026-02-11T23:54:23.000402Z,-157.9643312,21.3641147
2026-02-11T23:59:44.000180Z,-157.9639135,21.3646319
